claimId,contentId,exactClaim,claimType,sourceId,sourceTitle,publisher,url,publishedDate,accessedAt,sourceVersion,applicableContext,evidenceLocation,supportStatus,verificationMethod,checkedBy,checkedAt,contentVersion,notes
cat-vomiting-causes-claim-48,cond-cat-vomiting-causes,Supports symptom-based evaluation; rigid frequency and withholding thresholds removed,health,cat-vomiting-causes-source-48,Vomiting in Cats,Merck Veterinary Manual,https://www.merckvetmanual.com/cat-owners/digestive-disorders-of-cats/vomiting-in-cats,2024-09,2026-09-12,2024-09,Supports symptom-based evaluation; rigid frequency and withholding thresholds removed,"Causes, diagnostic workup and escalation",NEEDS_EXPERT_REVIEW,official_page_read,codex-editorial-audit,2026-09-12,sha256:c2c3d4bb8f5d994329a41503ce222c56dadc5e9033de5cb9fe6bfb249a6afdde,Differential diagnosis needs veterinary review
dog-skin-allergy-guide-claim-49,cond-dog-skin-allergy-guide,Supports multimodal management; fixed environmental and elimination-diet protocol removed,health,dog-skin-allergy-guide-source-49,Atopic Dermatitis in Dogs,Merck Veterinary Manual,https://www.merckvetmanual.com/dog-owners/skin-disorders-of-dogs/atopic-dermatitis-in-dogs,,2026-09-12,current-at-access,Supports multimodal management; fixed environmental and elimination-diet protocol removed,Diagnosis by exclusion and individualized management,NEEDS_EXPERT_REVIEW,official_page_read,codex-editorial-audit,2026-09-12,sha256:d8758a8fbd03f61d3f68ed49faebcfc80ce65db0f1f128b769d81e420317542a,Clinical protocol needs veterinary review
cat-kidney-disease-guide-claim-50,cond-cat-kidney-disease-guide,Supports stage-based evaluation; prevalence and universal screening/feeding schedules removed,health,cat-kidney-disease-guide-source-50,IRIS Staging System,International Renal Interest Society,https://www.iris-kidney.com/iris-staging-system,2026,2026-09-12,2026,Supports stage-based evaluation; prevalence and universal screening/feeding schedules removed,Stable CKD staging and substaging,NEEDS_EXPERT_REVIEW,official_page_read,codex-editorial-audit,2026-09-12,sha256:de84182de37b9b888d17e58563d38afaa4cacb14c09eb12041c72a2b4e304c7f,Use current IRIS material during expert review
dog-separation-anxiety-disorder-claim-51,cond-dog-separation-anxiety,Supports gradual below-threshold work; rigid second-by-second protocol removed,health,dog-separation-anxiety-disorder-source-51,Separation Anxiety in Dogs,Merck Veterinary Manual,https://www.merckvetmanual.com/dog-owners/behavior-of-dogs/separation-anxiety-in-dogs,,2026-09-12,current-at-access,Supports gradual below-threshold work; rigid second-by-second protocol removed,Diagnosis and gradual behavior modification,NEEDS_EXPERT_REVIEW,official_page_read,codex-editorial-audit,2026-09-12,sha256:bd0af234fa83c36770073f3239e293802daec70a474f701fa6ea671e1ca94e8f,Veterinary behavior review needed
cat-urinary-tract-disease-claim-52,cond-cat-urinary-tract-disease,Supports immediate obstruction assessment and individualized management; delay-producing cutoffs removed,health,cat-urinary-tract-disease-source-52,2025 iCatCare consensus guidelines on lower urinary tract diseases in cats,International Cat Care,https://pmc.ncbi.nlm.nih.gov/articles/PMC11816079/,2025,2026-09-12,2025,Supports immediate obstruction assessment and individualized management; delay-producing cutoffs removed,"Syndrome causes, obstruction and management",NEEDS_EXPERT_REVIEW,official_consensus_read,codex-editorial-audit,2026-09-12,sha256:c7f36fc93149b5b89cc68597090fdca996e1d7b082b455d761483dd65ef698fc,Emergency and diet wording needs veterinary review
dog-obesity-management-claim-53,cond-dog-obesity-management,Supports individualized weight plans; unsupported Korean prevalence and monthly rate removed,health,dog-obesity-management-source-53,2021 AAHA Nutrition and Weight Management Guidelines,AAHA,https://www.aaha.org/resources/2021-aaha-nutrition-and-weight-management-guidelines/home/,2021,2026-09-12,2021,Supports individualized weight plans; unsupported Korean prevalence and monthly rate removed,"BCS, calorie planning, treats and monitoring",NEEDS_EXPERT_REVIEW,official_page_read,codex-editorial-audit,2026-09-12,sha256:48c603b85b5f1a39bb263e4fdbf0137f5822fe691d862199ac0c52335713b85f,Patient-specific rate needs veterinary review
dog-joint-arthritis-claim-54,cond-dog-joint-arthritis,"Supports weight, rehabilitation and veterinary analgesia; prevalence and therapy superlative removed",health,dog-joint-arthritis-source-54,Osteoarthritis in Dogs,American College of Veterinary Surgeons,https://www.acvs.org/small-animal/osteoarthritis-in-dogs/,,2026-09-12,current-at-access,"Supports weight, rehabilitation and veterinary analgesia; prevalence and therapy superlative removed",Diagnosis and multimodal management,NEEDS_EXPERT_REVIEW,official_page_read,codex-editorial-audit,2026-09-12,sha256:5dc274c322106857fca82aa657929aa2661c41844ed904307082d4dcbc1ade25,Medication and rehabilitation need veterinary review
cat-dental-disease-claim-55,cond-cat-dental-disease,"Supports professional assessment and brushing; prevalence, systemic-causation and fixed training claims removed",health,cat-dental-disease-source-55,Global Dental Guidelines,WSAVA,https://wsava.org/global-guidelines/dental-guidelines/,2020,2026-09-12,2020,"Supports professional assessment and brushing; prevalence, systemic-causation and fixed training claims removed","Periodontal assessment, professional care and home care",NEEDS_EXPERT_REVIEW,official_guideline_read,codex-editorial-audit,2026-09-12,sha256:53918294d03e33f7b5e069227aa8cca51682a286648eb028ec0c6745f1fa1131,Stage descriptions require veterinary review
blog-232-source-presence-1,blog-232,A source reference is present in the seed record,source_metadata,blog-232-source-1,,,"https://www.merckvetmanual.com/digestive-system/diseases-of-the-rectum-and-anus/anal-sac-disease-in-dogs-and-cats — Merck Veterinary Manual, Anal Sac Disease in Dogs and Cats (reviewed 2025)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:93b849547007c57ce1e71268bf8c71c25300921e22dd2e62489cd6fad62a886c,URL presence is not claim support
cond-cat-dental-disease-source-presence-1,cond-cat-dental-disease,A source reference is present in the seed record,source_metadata,cond-cat-dental-disease-source-1,,,"https://wsava.org/global-guidelines/dental-guidelines/ — WSAVA, Global Dental Guidelines (2020)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:53918294d03e33f7b5e069227aa8cca51682a286648eb028ec0c6745f1fa1131,URL presence is not claim support
cond-cat-dental-disease-source-presence-2,cond-cat-dental-disease,A source reference is present in the seed record,source_metadata,cond-cat-dental-disease-source-2,,,"https://vohc.org/accepted-products/ — Veterinary Oral Health Council, Accepted Products (accessed 2026-09-12)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:53918294d03e33f7b5e069227aa8cca51682a286648eb028ec0c6745f1fa1131,URL presence is not claim support
blog-168-source-presence-1,blog-168,A source reference is present in the seed record,source_metadata,blog-168-source-1,,,"https://www.fda.gov/consumers/consumer-updates/safe-use-flea-and-tick-products-pets — FDA, Safe Use of Flea and Tick Products in Pets",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:972ba7e93aeb862070d0cd700ecee88a4863312babcd992af0fe4a8f6cbfb4dc,URL presence is not claim support
blog-168-source-presence-2,blog-168,A source reference is present in the seed record,source_metadata,blog-168-source-2,,,"https://www.epa.gov/pets/controlling-fleas-and-ticks-your-pet — EPA, Controlling Fleas and Ticks on Your Pet",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:972ba7e93aeb862070d0cd700ecee88a4863312babcd992af0fe4a8f6cbfb4dc,URL presence is not claim support
blog-168-source-presence-3,blog-168,A source reference is present in the seed record,source_metadata,blog-168-source-3,,,"https://capcvet.org/guidelines/fleas/ — CAPC, Fleas",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:972ba7e93aeb862070d0cd700ecee88a4863312babcd992af0fe4a8f6cbfb4dc,URL presence is not claim support
blog-166-source-presence-0,blog-166,No structured source URL extracted,source_metadata,blog-166-source-0,,,,,2026-09-12,unknown,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:c6bb5ee31dae6c7844d6832d3074266f0a0a9ed3d51a730758bb213bb8f5699c,Semantic review required
cond-cat-kidney-disease-guide-source-presence-1,cond-cat-kidney-disease-guide,A source reference is present in the seed record,source_metadata,cond-cat-kidney-disease-guide-source-1,,,"https://www.iris-kidney.com/iris-staging-system — International Renal Interest Society, IRIS Staging System (accessed 2026-09-12)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:de84182de37b9b888d17e58563d38afaa4cacb14c09eb12041c72a2b4e304c7f,URL presence is not claim support
cond-cat-kidney-disease-guide-source-presence-2,cond-cat-kidney-disease-guide,A source reference is present in the seed record,source_metadata,cond-cat-kidney-disease-guide-source-2,,,"https://www.iris-kidney.com/iris-guidelines-1 — International Renal Interest Society, IRIS Guidelines (accessed 2026-09-12)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:de84182de37b9b888d17e58563d38afaa4cacb14c09eb12041c72a2b4e304c7f,URL presence is not claim support
blog-162-source-presence-1,blog-162,A source reference is present in the seed record,source_metadata,blog-162-source-1,,,"https://www.merckvetmanual.com/special-pet-topics/emergencies/what-to-do-in-a-dog-or-cat-emergency — Merck Veterinary Manual, What to Do in a Dog or Cat Emergency",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:174f7b272ee78cefa744a8cdc400611a5ebe394a26b3fe2d40027fa3570784f2,URL presence is not claim support
blog-162-source-presence-2,blog-162,A source reference is present in the seed record,source_metadata,blog-162-source-2,,,"https://www.merckvetmanual.com/news/editorial/2025/05/28/17/27/protecting-pets-during-hot-summer-months — Merck Veterinary Manual, Protecting Pets During Hot Summer Months (2025)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:174f7b272ee78cefa744a8cdc400611a5ebe394a26b3fe2d40027fa3570784f2,URL presence is not claim support
cond-cat-urinary-tract-disease-source-presence-1,cond-cat-urinary-tract-disease,A source reference is present in the seed record,source_metadata,cond-cat-urinary-tract-disease-source-1,,,"https://pmc.ncbi.nlm.nih.gov/articles/PMC11816079/ — International Cat Care, 2025 consensus guidelines on lower urinary tract diseases in cats",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:c7f36fc93149b5b89cc68597090fdca996e1d7b082b455d761483dd65ef698fc,URL presence is not claim support
cond-cat-vomiting-causes-source-presence-1,cond-cat-vomiting-causes,A source reference is present in the seed record,source_metadata,cond-cat-vomiting-causes-source-1,,,"https://www.merckvetmanual.com/cat-owners/digestive-disorders-of-cats/vomiting-in-cats — Merck Veterinary Manual, Vomiting in Cats (updated 2024-09)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:c2c3d4bb8f5d994329a41503ce222c56dadc5e9033de5cb9fe6bfb249a6afdde,URL presence is not claim support
blog-233-source-presence-1,blog-233,A source reference is present in the seed record,source_metadata,blog-233-source-1,,,"https://www.merckvetmanual.com/digestive-system/diseases-of-the-rectum-and-anus/anal-sac-disease-in-dogs-and-cats — Merck Veterinary Manual, Anal Sac Disease in Dogs and Cats (reviewed 2025)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:8a56b7336f5227b3aca76f6d726c06f2e98bc5214a31de9bab170e2864b02069,URL presence is not claim support
blog-231-source-presence-1,blog-231,A source reference is present in the seed record,source_metadata,blog-231-source-1,,,"https://www.aaha.org/resources/2019-aaha-dental-care-guidelines-for-dogs-and-cats/ — AAHA, 2019 Dental Care Guidelines for Dogs and Cats",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:c1451e7f098886d2b21a5cbe6075c2ad1b0dbaf172da8e8ef99baa46189f9681,URL presence is not claim support
blog-231-source-presence-2,blog-231,A source reference is present in the seed record,source_metadata,blog-231-source-2,,,"https://www.aaha.org/resources/2019-aaha-dental-care-guidelines-for-dogs-and-cats/considerations/ — AAHA, Dental procedures: Considerations",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:c1451e7f098886d2b21a5cbe6075c2ad1b0dbaf172da8e8ef99baa46189f9681,URL presence is not claim support
blog-231-source-presence-3,blog-231,A source reference is present in the seed record,source_metadata,blog-231-source-3,,,"https://www.aaha.org/resources/2019-aaha-dental-care-guidelines-for-dogs-and-cats/unconscious/ — AAHA, Unconscious oral evaluation",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:c1451e7f098886d2b21a5cbe6075c2ad1b0dbaf172da8e8ef99baa46189f9681,URL presence is not claim support
seed-condition-dog-disc-disease-source-presence-1,seed-condition-dog-disc-disease,A source reference is present in the seed record,source_metadata,seed-condition-dog-disc-disease-source-1,,,Brisson BA. Intervertebral Disc Disease in Dogs. Vet Clin North Am Small Anim Pract. 2010,,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:4baf9eaaf8a78da543065e3deb1823187ae25a993e8544432eb0bfa86d120b02,URL presence is not claim support
seed-condition-dog-disc-disease-source-presence-2,seed-condition-dog-disc-disease,A source reference is present in the seed record,source_metadata,seed-condition-dog-disc-disease-source-2,,,"Dewey CW, da Costa RC. Practical Guide to Canine and Feline Neurology. Wiley (2015)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:4baf9eaaf8a78da543065e3deb1823187ae25a993e8544432eb0bfa86d120b02,URL presence is not claim support
seed-condition-dog-disc-disease-source-presence-3,seed-condition-dog-disc-disease,A source reference is present in the seed record,source_metadata,seed-condition-dog-disc-disease-source-3,,,대한수의사회 소동물 신경외과 임상 가이드 (2023),,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:4baf9eaaf8a78da543065e3deb1823187ae25a993e8544432eb0bfa86d120b02,URL presence is not claim support
blog-163-source-presence-1,blog-163,A source reference is present in the seed record,source_metadata,blog-163-source-1,,,"https://www.merckvetmanual.com/dog-owners/eye-disorders-of-dogs/disorders-of-the-cornea-in-dogs — Merck Veterinary Manual, Disorders of the Cornea in Dogs (updated 2024)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:0200b24216253ca7ef637d020667ddd10a30a1b8a13caba0ab535b955145c6b0,URL presence is not claim support
blog-163-source-presence-2,blog-163,A source reference is present in the seed record,source_metadata,blog-163-source-2,,,"https://www.merckvetmanual.com/eye-diseases-and-disorders/ophthalmology/nasolacrimal-and-lacrimal-apparatus-in-animals — Merck Veterinary Manual, Nasolacrimal and Lacrimal Apparatus in Animals",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:0200b24216253ca7ef637d020667ddd10a30a1b8a13caba0ab535b955145c6b0,URL presence is not claim support
blog-163-source-presence-3,blog-163,A source reference is present in the seed record,source_metadata,blog-163-source-3,,,"https://www.merckvetmanual.com/emergency-medicine-and-critical-care/ophthalmic-emergencies-in-small-animals/acute-glaucoma-in-small-animals — Merck Veterinary Manual, Acute Glaucoma in Small Animals",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:0200b24216253ca7ef637d020667ddd10a30a1b8a13caba0ab535b955145c6b0,URL presence is not claim support
blog-167-source-presence-1,blog-167,A source reference is present in the seed record,source_metadata,blog-167-source-1,,,"https://www.fda.gov/consumers/consumer-updates/safe-use-flea-and-tick-products-pets — FDA, Safe Use of Flea and Tick Products in Pets",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:691f137483813d4d58b12ae722fab6e893d80b9fc5ccdfbf65e2cb897863ffbf,URL presence is not claim support
blog-167-source-presence-2,blog-167,A source reference is present in the seed record,source_metadata,blog-167-source-2,,,"https://www.epa.gov/pets/controlling-fleas-and-ticks-your-pet — EPA, Controlling Fleas and Ticks on Your Pet",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:691f137483813d4d58b12ae722fab6e893d80b9fc5ccdfbf65e2cb897863ffbf,URL presence is not claim support
blog-167-source-presence-3,blog-167,A source reference is present in the seed record,source_metadata,blog-167-source-3,,,"https://capcvet.org/guidelines/fleas/ — CAPC, Fleas",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:691f137483813d4d58b12ae722fab6e893d80b9fc5ccdfbf65e2cb897863ffbf,URL presence is not claim support
cond-dog-heartworm-prevention-source-presence-1,cond-dog-heartworm-prevention,A source reference is present in the seed record,source_metadata,cond-dog-heartworm-prevention-source-1,,,"https://www.heartwormsociety.org/veterinary-resources/american-heartworm-society-guidelines/canine — American Heartworm Society, Canine Guidelines (revised 2024)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:1a7a060804eafd20699d6e8292dd7e1c687934cee155e3bee58135269a16f019,URL presence is not claim support
blog-170-source-presence-1,blog-170,A source reference is present in the seed record,source_metadata,blog-170-source-1,,,"https://www.heartwormsociety.org/veterinary-resources/american-heartworm-society-guidelines/canine — American Heartworm Society, Canine Guidelines",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:8edd701b8655c9cf7233ccf7451e886ed5da3936aaa33cb16b27d4a450a8fa67,URL presence is not claim support
blog-170-source-presence-2,blog-170,A source reference is present in the seed record,source_metadata,blog-170-source-2,,,"https://www.heartwormsociety.org/veterinary-resources/american-heartworm-society-guidelines — American Heartworm Society, Guidelines overview",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:8edd701b8655c9cf7233ccf7451e886ed5da3936aaa33cb16b27d4a450a8fa67,URL presence is not claim support
blog-170-source-presence-3,blog-170,A source reference is present in the seed record,source_metadata,blog-170-source-3,,,"https://www.heartwormsociety.org/resources/clinical-faqs/exercise-restriction-advice-for-dogs-undergoing-heartworm-treatment — American Heartworm Society, Exercise restriction FAQ",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:8edd701b8655c9cf7233ccf7451e886ed5da3936aaa33cb16b27d4a450a8fa67,URL presence is not claim support
cond-dog-joint-arthritis-source-presence-1,cond-dog-joint-arthritis,A source reference is present in the seed record,source_metadata,cond-dog-joint-arthritis-source-1,,,"https://www.acvs.org/small-animal/osteoarthritis-in-dogs/ — American College of Veterinary Surgeons, Osteoarthritis in Dogs (accessed 2026-09-12)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:5dc274c322106857fca82aa657929aa2661c41844ed904307082d4dcbc1ade25,URL presence is not claim support
cond-dog-obesity-management-source-presence-1,cond-dog-obesity-management,A source reference is present in the seed record,source_metadata,cond-dog-obesity-management-source-1,,,"https://www.aaha.org/resources/2021-aaha-nutrition-and-weight-management-guidelines/home/ — AAHA, 2021 Nutrition and Weight Management Guidelines",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:48c603b85b5f1a39bb263e4fdbf0137f5822fe691d862199ac0c52335713b85f,URL presence is not claim support
condition-dog-patellar-luxation-source-presence-1,condition-dog-patellar-luxation,A source reference is present in the seed record,source_metadata,condition-dog-patellar-luxation-source-1,,,"https://www.acvs.org/small-animal/patellar-luxations/ — American College of Veterinary Surgeons, Patellar Luxation (accessed 2026-09-12)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:92f5707f3d7b3ed08d13cf985ab6721daa9b9e6fb58903911b4108d001f5f65c,URL presence is not claim support
seed-guide-dog-patellar-luxation-source-presence-1,seed-guide-dog-patellar-luxation,A source reference is present in the seed record,source_metadata,seed-guide-dog-patellar-luxation-source-1,,,Veterinary Surgery — Patellar Luxation in Dogs (2023),,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:0809c8d9ef511449619c471ad7df6404a70f9281c57598095e34a6dbbdb067b8,URL presence is not claim support
seed-guide-dog-patellar-luxation-source-presence-2,seed-guide-dog-patellar-luxation,A source reference is present in the seed record,source_metadata,seed-guide-dog-patellar-luxation-source-2,,,대한수의사회 소동물 정형외과 가이드라인 (2022),,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:0809c8d9ef511449619c471ad7df6404a70f9281c57598095e34a6dbbdb067b8,URL presence is not claim support
seed-guide-dog-patellar-luxation-source-presence-3,seed-guide-dog-patellar-luxation,A source reference is present in the seed record,source_metadata,seed-guide-dog-patellar-luxation-source-3,,,American College of Veterinary Surgeons — Patellar Luxation (2024),,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:0809c8d9ef511449619c471ad7df6404a70f9281c57598095e34a6dbbdb067b8,URL presence is not claim support
cond-dog-patellar-luxation-source-presence-1,cond-dog-patellar-luxation,A source reference is present in the seed record,source_metadata,cond-dog-patellar-luxation-source-1,,,"https://www.acvs.org/small-animal/patellar-luxations/ — American College of Veterinary Surgeons, Patellar Luxation (accessed 2026-09-12)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:fbfafe167d781cc26a32681f2e09766bd0af19c5abeda794fa531f97cf5d6fd1,URL presence is not claim support
blog-161-source-presence-1,blog-161,A source reference is present in the seed record,source_metadata,blog-161-source-1,,,"https://www.aaha.org/resources/how-to-protect-dog-paws-from-hot-pavement/ — AAHA, How to Protect Your Dog's Paws from Hot Pavement (2026)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:306326647646c637ac1abbcea3bc7c801a8a6a843cf062b0103d7f89178fde4b,URL presence is not claim support
blog-161-source-presence-2,blog-161,A source reference is present in the seed record,source_metadata,blog-161-source-2,,,"https://www.merckvetmanual.com/toxicology/toxicosis-from-human-topical-agents/toxicosis-in-animals-from-human-topical-agents — Merck Veterinary Manual, Toxicosis in Animals from Human Topical Agents",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:306326647646c637ac1abbcea3bc7c801a8a6a843cf062b0103d7f89178fde4b,URL presence is not claim support
blog-324-source-presence-1,blog-324,A source reference is present in the seed record,source_metadata,blog-324-source-1,,,American Kennel Club — Dog Paw Care Guide,,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:54afb0967e5b8426f3ee50dc714c8ed8491af7833529c379c7c94c5ae953b537,URL presence is not claim support
blog-324-source-presence-2,blog-324,A source reference is present in the seed record,source_metadata,blog-324-source-2,,,Veterinary Partner — Nail Trimming in Dogs,,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:54afb0967e5b8426f3ee50dc714c8ed8491af7833529c379c7c94c5ae953b537,URL presence is not claim support
blog-324-source-presence-3,blog-324,A source reference is present in the seed record,source_metadata,blog-324-source-3,,,한국수의피부과학회 반려동물 발 피부염 관리 가이드,,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:54afb0967e5b8426f3ee50dc714c8ed8491af7833529c379c7c94c5ae953b537,URL presence is not claim support
cond-dog-separation-anxiety-source-presence-1,cond-dog-separation-anxiety,A source reference is present in the seed record,source_metadata,cond-dog-separation-anxiety-source-1,,,"https://www.merckvetmanual.com/dog-owners/behavior-of-dogs/separation-anxiety-in-dogs — Merck Veterinary Manual, Separation Anxiety in Dogs (accessed 2026-09-12)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:bd0af234fa83c36770073f3239e293802daec70a474f701fa6ea671e1ca94e8f,URL presence is not claim support
cond-dog-skin-allergy-guide-source-presence-1,cond-dog-skin-allergy-guide,A source reference is present in the seed record,source_metadata,cond-dog-skin-allergy-guide-source-1,,,"https://www.merckvetmanual.com/dog-owners/skin-disorders-of-dogs/atopic-dermatitis-in-dogs — Merck Veterinary Manual, Atopic Dermatitis in Dogs (accessed 2026-09-12)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:d8758a8fbd03f61d3f68ed49faebcfc80ce65db0f1f128b769d81e420317542a,URL presence is not claim support
blog-165-source-presence-1,blog-165,A source reference is present in the seed record,source_metadata,blog-165-source-1,,,"https://www.merckvetmanual.com/integumentary-system/atopic-skin-conditions-in-dogs-and-cats/atopic-dermatitis-in-dogs — Merck Veterinary Manual, Atopic Dermatitis in Dogs (reviewed 2026)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:c0669d72d8a64555ffdaa7e84bd5a088b9010081f4e021b80252633bc2bdd216,URL presence is not claim support
blog-165-source-presence-2,blog-165,A source reference is present in the seed record,source_metadata,blog-165-source-2,,,"https://www.merckvetmanual.com/dog-owners/skin-disorders-of-dogs/itching-pruritus-in-dogs — Merck Veterinary Manual, Itching (Pruritus) in Dogs",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:c0669d72d8a64555ffdaa7e84bd5a088b9010081f4e021b80252633bc2bdd216,URL presence is not claim support
blog-198-source-presence-1,blog-198,A source reference is present in the seed record,source_metadata,blog-198-source-1,,,"https://www.aaha.org/resources/how-to-protect-dog-paws-from-hot-pavement/ — AAHA, How to Protect Dog Paws From Hot Pavement (updated 2026)",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:4e02e4298015e30e65a44f77b96c175726b7da3c573834513a69a51e0317e88a,URL presence is not claim support
blog-198-source-presence-2,blog-198,A source reference is present in the seed record,source_metadata,blog-198-source-2,,,"https://science.rspca.org.uk/en/web/rspca/adviceandwelfare/pets/dogs/health/hotwalks — RSPCA, Dogs Die on Hot Walks",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:4e02e4298015e30e65a44f77b96c175726b7da3c573834513a69a51e0317e88a,URL presence is not claim support
blog-213-source-presence-1,blog-213,A source reference is present in the seed record,source_metadata,blog-213-source-1,,,"https://www.law.go.kr/LSW/lsInfoP.do?lsiSeq=259085 — 국가법령정보센터, 수의사법 제12조·제41조",,2026-09-12,current-at-access,Source presence only,Repository seed source field,UNVERIFIED,repository_static_scan,machine-audit,2026-09-12,sha256:444d32d9f38a559281dad7fc182d463b21c6b65a32c658592a516e9ae6686656,URL presence is not claim support
